Type,ID,Organization,RoadName,DirectionOfTravel,Description,Date Reported,Last Updated,Start Date,Planned End Date,LanesAffected,Latitude,Longitude,EventType,LinkId,Comment
construction,MTO-constructions--2017-2008-154774031,MTO-constructions,401,N/A,"Expect delays up to 5 minutes.
 Highway 401 /  Etobicoke Creek area.
 Dixie Road Northbound On- ramp to Highway 401 Eastbound Collector : The On-Ramp will be closed continuously from Monday to Sunday from 00:00 to 23:59  This long term closure will be in effect from September 28, 2018 to December 15, 2018
 
 January 04, 2019 - January 11, 2019",5/31/2017,1/4/2019,5/31/2017,11/30/2019,No Data,43.654712,-79.623453,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3012-859601560,MTO-constructions,3,N/A,"Expect delays up to 5 minutes.
 Big Otter Creek Structure, 0.5 kilometres West of the west limit of the Big Otter Creek Bridge, in the Town of Tillsonburg, in the County of Oxford to 0.5 kilometres East of the east limit of the Big Otter Creek Bridge.
 Stage 2 - Single lane configuration with TCB over Big Otter Creek Structure controlled by temporary traffic signals.                                                                                     Speed reduction 60 kilometres in construction zone. Width 4.0 metres. No height restriction.
 
 January 04, 2019 - January 11, 2019",4/2/2018,1/4/2019,4/2/2018,12/7/2018,No Data,42.848354,-80.731533,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-4043-214433332,MTO-constructions,416,Both Directions,"Expect delays up to 5 minutes.
 Highway 416 - from 2.4 kilometres south of to 2.8 kilometres north of Fallowfield Road (Interchange 66).
 Traffic may encounter daily and nightly single lane and shoulder closures on the northbound off ramp to Fallowfield, Wednesday through Friday. Speeds reduced to 40 kilometres per hour on the ramp. Effective width 4.5 metres.
 
 January 04, 2019 - January 11, 2019",5/27/2018,1/4/2019,5/27/2018,1/31/2019,No Data,45.270903,-75.795674,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2047-1450121791,MTO-constructions,11,N/A,"Expect delays up to 5 minutes.
 Simcoe County Road 20, Oro Line 11 Underpass, 800 metres South of the intersection of Highway 11 and Oro Line 11 to 900 metres North of the intersection of Highway 11 and Oro Line 11 in the Township of Oro-Medonte within the County of Simcoe. Orillian Township Road Underpass, 100 metres North of the intersection of Highway 11 and Telford Line to 550 metres North of the intersection of Highway 11 and Big Chief Road in the Township of Severn within the Count of Simcoe.
 Underpass to reopen December 14 2018.
 
 January 04, 2019 - January 11, 2019",5/10/2018,1/4/2019,5/10/2018,8/29/2019,No Data,44.670577,-79.410794,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3018-151555567,MTO-constructions,21,N/A,"Expect delays up to 15 minutes.
 Highway 21 - North Penetangore River Bridge Northbound and Southbound. From 0.30 Kilometres South of the intersection of Broadway Street and Highway 21 to 0.95 kilometres North of the intersection of Broadway Street and Highway 21 in the Municipality of Kincardine in the County of Bruce.
 The Project has been completed on October 19, 2018 and there is no traffic impact since that date. The only issue is the asphalt test results which will be discussed in a meeting upon the receipt of the referee testing results.
 
 January 04, 2019 - January 11, 2019",2/14/2018,1/4/2019,2/14/2018,5/6/2019,No Data,44.272641,-81.510581,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2015-2019-1672136118,MTO-constructions,400,N/A,"There is no impact on traffic.
 Oro-Medonte Concession 4, 500 metres south and north of the intersection of Highway 400 and Oro-Medonte Concession 4, Oro-Medonte Township. Partridge Ski Trail Road / Vespra Side Road 15 400 metres south and north of the intersection of Highway 400 and Partridge Ski Trail Road, Springwater Township.
 Highway 93 Northbound/Southbound: Highway 93 underpass lane closure of northbound lane 1 and southbound lane 1. Wednesday-Friday: 09:00-14:00; Highway 93 Northbound and Southbound have scheduled lane closures Monday-Friday from 09:00-14:00 in the region of Highway 400 underpass. Highway 400 Northbound Wednesday-Thursday: 00:00-23:59.Friday: 00:00-11:00. Highway 400 Southbound: Wednesday: 09:00-18:00. Thursday: 07:00-18:00. Friday: 07:00-12:00. Highway 400 Northbound and Southbound have scheduled lane closures Monday-Friday in the region of Highway 93 underpass.
 
 January 04, 2019 - January 11, 2019",4/5/2016,1/4/2019,4/5/2016,11/1/2018,No Data,44.552168,-79.74531,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2016-2048-1515814126,MTO-constructions,401,Eastbound,"There is no impact on traffic.
 Highway 401 Eastbound Collectors from 1 kilometre West of Leslie Street to Leslie Street Eastbound Off Ramp.  Highway 401 Eastbound Off Ramp to Leslie Street from Eastbound Bullnose at Leslie Street Off Ramp to Leslie Street.
 Lane widths reduced to 3.5 metres with 1.0 metre shoulders.  No reduced speed limits in effect.  Reduced to 16.0 metres from Leslie Street Express transfer to Leslie Street Exit 373.  No reduced heights restrictions in effect.  No closures planned
 
 January 04, 2019 - January 11, 2019",5/22/2017,1/4/2019,5/22/2017,7/15/2020,No Data,43.767657,-79.338,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2031-745799875,MTO-constructions,Queen Elizabeth ,N/A,"Expect delays up to 15 minutes.
 QEW corridor in the Township of West Lincoln and City of St. Catharines, with culvert sites located east and west of Victoria Avenue and bridge sites located at Sixteen and Fifteen Mile Creeks, and Henley Course bridge.
 Ontario Street on-ramp to QEW Toronto Bound closed long term, starting the night of Thursday, May 31, 2018 to December 21, 2018, Traffic to follow Detour Route D-13 to Lake St. On-ramp or Detour Route D-14 to Highway 406 Access .  406 Northbound to QEW Eastbound ramp closed long term, starting the night of Sunday June 10, 2018 to December 21, 2018. Traffic to follow Detour Route D-15 to Seventh St. On-ramp.  South Service Road at Martindale Road to QEW Eastbound closed long term, starting the night of Sunday June 10, 2018 to December 21, 2018. Traffic to follow Detour Route D-12 to Seventh St. On-ramp.
 
 January 04, 2019 - January 11, 2019",4/16/2018,1/4/2019,4/16/2018,9/29/2019,No Data,43.178496,-79.272899,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2009-2147234496,MTO-constructions,406,COMBINED,"Expect delays up to 5 minutes.
 Highway 58, Saint David's Road Interchange, Highway 406 & Decew Road and Highway 406 North of Decew Road Culvert.
 Highway 406 Northbound and  Southbound (Beaverdams to Glendale) 1. Lane closures (daytime/nighttime lane closure of alternate lanes  no restrictions), until December 2018. St. Davids Road 1. Lane reductions (1 lane in each direction), until December 2018. Ramp 406 North  St. Davids Road East 1. Full night ramp closure (10pm  6am), until December 2018. Ramp St. Davids Road West  58 South 1. Full night ramp closure (10pm  6am), until December 2018. Ramp 406 S  St. Davids Road East/West 1. Full night closure from 10pm to 6am, until December 2018 2. Full daytime closure (9:30 am  5pm), from December 10 to December 14
 
 January 04, 2019 - January 11, 2019",5/30/2017,1/4/2019,5/30/2017,11/13/2020,No Data,43.033656,-79.232622,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2015-5119-257195424,MTO-constructions,69,COMBINED,"Expect delays up to 15 minutes.
 Near French River, from 2.9 kilometres north of Highway 522 to 4.6 kilometres north of Highway 607 for 14.9 kilometres.
 No lane restrictions during Stage 1. Speed reduction zone applies to Contract Limits, however zoned only as required. Flagging operations during blasting operations. Speed reduction zone from 90 kilometers per hour to 70 kilometers per hour when workers are present.
 
 January 04, 2019 - January 11, 2019",3/1/2016,1/4/2019,3/1/2016,9/29/2021,No Data,45.93799,-80.582908,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3009-831673490,MTO-constructions,401,Both Directions,"There is no impact on traffic.
 from 1.4 kilometres West of Elgin Road 20 (Union Road) to 3.7 kilometres west of Highway 4 (Colonel Talbot Road).
 Highway 401 eastbound and westbound will be fully open with two lanes of traffic. No speed reduction; No width restrictions.
 
 January 04, 2019 - January 11, 2019",10/26/2017,1/4/2019,10/26/2017,11/29/2019,No Data,42.758534,-81.399203,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2043-734205294,MTO-constructions,410,COMBINED,"Expect delays up to 20 minutes.
 Highway 410 from Vodden Street East Northerly to Mayfield Road Interchange.
 Nightly Alternating Lane Closures for Northbound & Southbound at 410 Bovaird from 22:00 to 05:00 Southbound & 23:00-06:00 Northbound ; Nightly All Ramp closures at  Bovaird  Northbound and Southbound  from 23:00 to 6:00  and 22:00 to 5:00 respectively on December 3 to December 8, 2018.
 Follow D3 and D4 routes.
 January 04, 2019 - January 11, 2019",5/7/2018,1/4/2019,5/7/2018,11/22/2019,No Data,43.73849,-79.778254,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-4050-1947681178,MTO-constructions,17,N/A,"Expect delays up to 5 minutes.
 Old Highway 17 - Mississippi River Bridge.
 Old Highway 17 closed between Kinburn Side Road and Galetta Side Road until September 2019. Detour in place.
 
 January 04, 2019 - January 11, 2019",5/15/2018,1/4/2019,5/15/2018,9/26/2019,No Data,45.387696,-76.255566,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2015-2018-99038297,MTO-constructions,401,Both Directions,"Expect delays up to 5 minutes.
 Highway 401 from East of Credit River to Highway 403/410 Interchange.
 401 Eastbound Express and Collectors. There may be 1-lane closures between Mississauga Road and Highway 410 from 22:00 to 5:00; and may be 2-lane closures between Mississauga Road and Highway 410 from 23:00 to 5:00.  Highway 401 Westbound (Express & Collectors) . There may be 1-lane closures between Highway 410 and Mississauga Road from 22:00 to 5:00; and may be 2-lane closures between Highway 410 & Mississauga Road from 23:00 to 5:00.  All on-ramps and off-ramps to Highway 401 from Mavis Road or from Highway 10 may be closed 22:00 to 5:00 (only 1 ramp at a time).
 
 January 04, 2019 - January 11, 2019",4/13/2016,1/4/2019,4/13/2016,8/5/2020,No Data,43.639308,-79.660492,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3005-1142230972,MTO-constructions,24,COMBINED,"Expect delays up to 10 minutes.
 Blue Lake Road to Glen Morris Road.
 Traffic staging. One lane closure with flagging. Reduced speed limit 60 kilometres per hour. Effective width 4 metres. Reduced height not applicable.
 
 January 04, 2019 - January 11, 2019",7/9/2017,1/4/2019,7/9/2017,5/2/2019,No Data,43.238107,-80.289274,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2036-1614213144,MTO-constructions,401,N/A,"Expect delays up to 5 minutes.
 Highway 401/403/410 INTERCHANGE - Ramp Highway 401 Westbound Collector - Highway 403 Westbound, Ramp Highway 401 Westbound Collector - Highway 410 Northbound, Ramp Dixie North/South - Highway 401 Westbound Collector
 Full closures planned.  Detour route D1 in place or 401 Westbound to 403 Westbound available.
 
 January 04, 2019 - January 11, 2019",5/1/2018,1/4/2019,5/1/2018,8/6/2020,No Data,43.639308,-79.660492,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2016-2046-1910226605,MTO-constructions,Queen Elizabeth ,N/A,"There is no impact on traffic.
 QEW Toronto Bound and Eastport .
 No lane closures are scheduled from December 24, 2018 to January 6, 2019.
 
 January 04, 2019 - January 11, 2019",5/2/2017,1/4/2019,5/2/2017,11/22/2019,No Data,43.297959,-79.796739,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2016-4002-2069937372,MTO-constructions,401,Both Directions,"Expect delays up to 10 minutes.
 Highway 401 Eastbound - from 1.3 kilometres west of Montreal Street (Interchange 619) to 1.5 kilometres east of Highway 15 (Interchange 623). Highway 401 Westbound - from 3.0 kilometres east of to 2.0 kilometres west of Highway 15 (Interchange 623)
 Traffic may encounter nightly left lane closures between 7:00 p.m. and 5:00 a.m. Effective width 8.0 metres, controlled by temporary concrete barriers. NOTE: No overweight vehicles in westbound lanes until further notice.
 
 January 04, 2019 - January 11, 2019",4/30/2017,1/4/2019,4/30/2017,7/30/2020,No Data,44.289159,-76.429811,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2013-1197816787,MTO-constructions,401,N/A,"Expect delays up to 5 minutes.
 Highway 401 in the Durham area for  0.6 kilometres.
 Shoulder /rolling closures may be in effect Eastbound lane 401 at Harmony Road/Bloor Street  On-Ramp Monday to Thursday from 07:00 to 15:00 January 7 to January 10, 2019 and Friday from 0:700 to 12:00 Jan 11, 2019. Possible Overnight Emergency/Multi- Lane closures in accordance with SP100F08M as amended on Highway 401 Eastbound lane between Waverly Road and Holt Road Monday to Friday from  21:00 to 6:00  January 7 to January 11, 2019 along with Highway 401 Westbound Lane between Waverly Road and Holt Road Monday to Friday from  22:00 to 5:00 January 7 to January 11, 2019 along with possible Emergency Lane Closures due to Subsurface Tunnelling.
 
 January 04, 2019 - January 11, 2019",6/27/2017,1/4/2019,6/27/2017,1/4/2019,No Data,43.848774,-79.042921,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2035-1614213144,MTO-constructions,401,N/A,"Expect delays up to 5 minutes.
 Highway 401/403/410 Interchange in the geographic location of City of Mississauga.
 No closures this week. No impact on traffic.
 
 January 04, 2019 - January 11, 2019",4/5/2018,1/4/2019,4/5/2018,11/15/2019,No Data,43.639308,-79.660492,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-4000-1114303974,MTO-constructions,417,Both Directions,"Expect delays up to 10 minutes.
 Highway 417 - from 1.7 kilometres west of Saint Laurent Boulevard (Interchange 115) to 700 metres west of Walkley Road (Interchange 110) and Ottawa Road 174 from Blair Road to Highway 417/174 Split.
 Traffic may encounter daily and nightly single lane closures on Highway 417 and Ottawa Road 174. Speeds reduced to 80 kilometres per hour during lane closures. Highway 417 effective width 12.7 metres. Ottawa Road 174 effective width 6.5 metres.
 
 January 04, 2019 - January 11, 2019",9/3/2018,1/4/2019,9/3/2018,3/28/2019,No Data,45.423319,-75.620812,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2016-3008-498800657,MTO-constructions,401,N/A,"There is no impact on traffic.
 Highway 401 at Highway 59 (Norwich Avenue) Exit  232 Kilometre Marker 222.
 Stage 3, Highway 401 and 403 traffic closure removed and lanes open. Occasional lane closures, removed each day on Norwich Avenue and Highway 401. Weather depending. No reduced speed, no lane width changes and no reduced height.
 
 January 04, 2019 - January 11, 2019",5/14/2017,1/4/2019,5/14/2017,8/30/2019,No Data,43.110152,-80.735898,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2016-2050-865130479,MTO-constructions,427,N/A,"Expect delays up to 15 minutes.
 Highway 427/Highway 401 Interchange and Highway 427 Northbound lanes from north of Highway 401 to Campus Road/Fasken 
 Monday December 17 - Sunday December 22, 2018: One or two lanes Closure of Highway 427 Northbound, starting at split of Highway 427 Northbound and Highway 401 East Ramp from 10 pm to 6 am. One lane closure Highway 427 Northbound to Highway 401 West Ramp, from 9 pm to 6 am.
 
 January 04, 2019 - January 11, 2019",5/24/2017,1/4/2019,5/24/2017,7/25/2019,No Data,43.671994,-79.582583,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-3002-2028342039,MTO-constructions,40,Northbound,"There is no impact on traffic.
 Highway 40, Sarnia. 0.8 kilometre South of Rokeby Line to 1.0 kilometre North of Petrolia Line
 North and Southbound lanes will be open to traffic, temporary closures during the day.  Partial lane closure for electrical work, no reduced speeds.  Crossover will be closed.  This restriction covers entire contract limits, no height reductions.
 
 January 04, 2019 - January 11, 2019",5/10/2018,1/4/2019,5/10/2018,11/30/2019,No Data,42.863047,-82.414758,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3017-1626750603,MTO-constructions,401,COMBINED,"Expect delays up to 5 minutes.
 From 1.6 kilometres west of Dorchester Road to 0.82 kilometres east of Putnam Road. From Kilometre Marker 199 to 210.
 Ongoing single lane closures along Highway 401. Speed reduced in some areas to 80 kilometres per hours. No lane width restrictions. Effective Lane Widths 8.5 metres.
 
 January 04, 2019 - January 11, 2019",3/14/2018,1/4/2019,3/14/2018,10/3/2019,No Data,42.959843,-81.052654,roadwork,,"January 04, 2019 - January 11, 2019"
